1 1
2 1
3 1
4 1
5 1
6 1
7 1
8 0
9 1
10 1
11 1
12 1
13 1
14 1
15 1
16 7
17 28
18 71
19 182
20 737
21 2415
22 5656
23 11509
24 19587
25 30063
26 42537
27 54834
28 65993
29 76499
30 85141
31 92778
32 98863
33 103812
34 108160
35 111315
36 113959
37 116273
38 118510
39 120206
40 121349
41 122652
42 123714
43 124571
44 125118
45 125848
46 126364
47 126647
48 127047
49 127526
50 127819
51 127941
52 128319
53 128286
54 128677
55 128720
56 128991
57 129044
58 129169
59 129303
60 129292
61 129352
62 129568
63 129467
64 129427
65 129486
66 129595
67 129696
68 129677
69 129602
70 129735
71 129674
72 129636
73 129702
74 129672
75 129827
76 129938
77 129768
78 129667
79 129984
80 129708
81 129852
82 129757
83 129878
84 129836
85 129833
86 129903
87 129860
88 129894
89 129841
90 129892
